mensagem;sentimento
q familia lindaaaaaaaaaaaaaaaaaaaa ;positivo
Q fofa a Hebe ;positivo
Q homem é esse? Charlie Hunnam 😍;positivo
Q lindo q a @sophiaabrahao  não sabia o q vestir hj e pegou uma blusa do @SergioMaLheiros ;neutro
Q MANCADA ASSUSTAR AS TIAS DA FAXINA KKKKKKKKKKKKKKKKKK PORRA ;negativo
Q outra apresentadora consegue está demaisticamente nos TTs todos os dias?! Só Ana Maria Braga consegue esse feito! ;positivo
Q padre gato é esse???Padre Fabio de MeloCabelo bonito,corpo bonito, boca bonita,, q padre gato;positivo
Q q aconteceu com o cabelo da  Vanessa da Matta? ;negativo
Q raba esse moço q ta pulando de bicicleta agora no  tem ein 👏👏👏👏;positivo
Q receita será essa? Hummm, de chocolate, já gostei. ;positivo
Q semana heim... primeiro Vitor B. Saindo do  agora um dos casais favoritos saindo 😭😭 #PowerCoupleBrasil;negativo
q Tomaz fofoooo;positivo
q zé ruela esse mc q está demaissando no ;negativo
Quando o Playback não dá certo. É o Tchan! ;negativo
Quando o telefone do @zecapagodinho tocou, achei q era o meu. Fiquei caçando o barulho. Não acreditei q era da televisão. 😂😂😂 ;positivo
Qnd dividem os times no pgm fico aflita, com dó dos últimos. Parece eu na turma qnd tem trabalho em grupo e ninguém escolhe! ;negativo
Quanto tempo que não assisto   !!;neutro
Qual a cor dos olhos de Sophia? ;neutro
qual a graça de assistir agora sem o @MChefVitorB? ;negativo
Qual é o cardápio hj da #APrevia hj @MChef_Raul ? ;neutro
Qual é o site? Número 33???  ;neutro
Qual as redes sociais de Raquel e Roani, Fátima? ;neutro
Qual desses lançamentos você está mais ansioso?                                   /são joao da thay / Anitta e pabllo vittar;neutro
Qual governo será???? ;neutro
Qual melhor mandiga pra trazer a mulher de volta?  ;neutro
Qual novelão o  está demaisbindo?;neutro
Qual o melhor talk show da atualidade?  #LadyNight;neutro
Qualquer dia tenho um treco assistindo  #TimeAzul;neutro
"Quando a Ana Paula fala ""últimos 5 minutos"" me bate um desespero ";negativo
Quando a gente pensa q o @murilocouto  não pode ser mais ridículo, ele vem com o funk gospel​. kkkkkkkkk ;negativo
Quando a gente perde o emprego a gente fica pessimista ou otimista? ;neutro
quando a mae apoia essas atitudes de um filho quer dizer q ela eh machista tanto quanto ;neutro
Quando a mulher é bem mais nova que o homem, é porque ele deve ser rico. Quando é ao contrário é por amor e experiência?!! ;neutro
Quando é que a @IMedicis vai aparecer no ? Vai todo mundo de #Rockstory e ela não vai. .-.;negativo
Quando é que a Miriam vai sair do  ??? Tou farta dela🙄;negativo
quando alguém fala que a comida é desconstruída é porque não sabe fazer o negócio ;negativo
"Quando Bela Gil está na tv, alguem sempre me manda msg dizendo que lembra de mim. Devia mandar uma foto ""dizem q me pareço""... 😂 ";positivo
quando começa a rodinha de oração pra miriam ou leo saírem na próxima semana? ;negativo
quando ela é mais velha alô  quando vai ter o dos boy e colocar a madame @MichelTemer Porque homem pode mas mulher nao ne;negativo
Quando eu ficar rikaaa vou contratar a Ana Maria para cozinhar diariamente para mim...  está demaisdo agua na boca esse croquete!;positivo
Quando eu vejo a Sandy ja penso: Dig dig joy dig dig joy boboy vem brincar comigo 🎵🎶 ;neutro
Quando for usar, balance antes. BRAGA, Ana Maria. 2017. ;neutro
Quando ia passar roupa branca era a pior parte,  a cinzas caia na roupa e ficava manchada ;negativo
Quando lembro que hoje tem @masterchefbr é como se tivesse acabado de ganhar na loteria, pense numa alegria!  #MeLeva ❤;positivo
Quando Lucero está no Brasil * Tudo é felicidade , tudo é alegria* ;positivo
"QUANDO ME ESQUECEM E JOGAM DE ESCANTEIO :""-vamos deixar de lado, porque eu esqueci o nome """;negativo
Quando o Fogaça chamou a Paola de chef só lembrei da fanfic Libido 🔥🔥🔥🔥 ;neutro
Quando o Leo usou coração? So receitinha decorada ;negativo
Quando você assiste  e lembra da Lindôncia! @calabresadani .porque tem É o Tchan .♥;positivo
Quando vou na casa de alguém e servem algo que não gosto digo a princípio que não quero.Se insistem aí falo: não gosto #Atardeesua ;neutro
Quanta agonia que esse menino passou, até encontrar essa família. ♡♡ ;positivo
Quanta coisa da vida da Fátima que eu não  tinha visto ;neutro
Quantas flores 😱😱😱😱 ;neutro
Quanto amor essa homenagem a Hebe no ;positivo
Quanto tempo que não assisto o ;neutro
Quantoooooo amooooooor ;positivo
Quase chorei quando Vitor B teve que sair para o ambulatório... Meu crush ♥;neutro
Quase faleci no episódio passado pro meu bichinho sair essa semana ;negativo
Quase não tem sal mas está demais temperado... será ?;negativo
Quase que o Bonner teve um  com a Fátima hj via Jornal Nacional;neutro
Quase que tenho um treco no EP de hj! ;negativo
QUASE TEVE UM INFARTO COLETIVO ;negativo
Quase um barraco da 3° idade no  kkkk;neutro
Que  ator  maravilhoso  ;positivo
Que @RodrigoHilbert é um #HomãodaPorra isso é. Mas, o outro Rodrigo, o Santoro é lindo e brilhante e estava demais no ;positivo
Que acho/'quero' vai embora Vitor B  Nayane  Fabrizio ;neutro
que aflição !!!!!!!!!!!!!!!!!!!!!!! ;negativo
Que aflição desse povo falando se o frango vai chegar, parece que tão falando de alguém hahaha ;neutro
Que aflição esse placar vei ;negativo
QUE AFLIÇÃO mas pelo menos Vitor B terminou o prato 🙌🏻 ;negativo
Que agonia essa contagem de votos! ;negativo
que agonia meu pai ;negativo
Que agoniiiiia ;negativo
que alegriaaaaaaaa que hj tem ;positivo
Que amoooor @MaiaraeMaraisa  #MaiaraeMaraisaNoBial;positivo
Que amor esse @nando_reis no  ❤❤❤;positivo
que antipatia desse leonardo ;negativo
Que babado é esse que a Ana Luiza ja foi cozinheira e por isso foi eliminada? ;neutro
Que belíssima entrevista do Bial com o @drauziovarella 👏;positivo
Que beleza de insôniaEu poderia estar vendo  Mas eu estou tentando dormir -;negativo
Que bolo lindo ;positivo
que bom ela lê amigo. ;neutro
Que bonitinha Fátima Bernardes emocionada no fim do programa 😊.. ;positivo
QUE BONITINHO O FILHO DO SERGINHO!!!! 😍😍💖💖 ;positivo
Que cara escroto, meu Deus. Amigo, para com esse micão tour em rede nacional, pelamordeDeus. Pro teu bem. ;negativo
Que cara lixo esse da plateia do encontro ;negativo
Que cara mais escroto dizendo que lavar louca não é coisa de homem! Gente, me diz que isso é uma pegadinha desse otario ;negativo
QUE CARALHO!!!!!! ;negativo
Que cena maravilhosa de Nelson Xavier em anjo mau 😧😧 #VidêoShowAoVivo;positivo
Que chatice esses negócio de mapa astral ;negativo
Que chato hoje ;negativo
Que chef esse Thiago! Homao da zorra mo pai ;positivo
Que chefe de cozinha é esse? 😍 #ÉDeCasa;positivo
Que ciclista gato esse na Ana Maria ;positivo
Que coisa bem bagaceira essas barcas... ;negativo
Que coisa linda esse Vitor, venha cozinhar aqui na minha casa mas só precisa colocar o avental 😍 ;positivo
Que coisa linda Nando falando da Vânia 💙💙💙💙💙💙 #NandoReisNoEncontro ;positivo
Que coisa mais liiindaaa o #PdFabiodeMelo cantando Trem Bala no  😍😍;positivo
QUE COISA MAIS LINDA ;positivo
Que coisa mais linda @brauliobessa Emocionante! Show! Parabéns para todos os herois  @EncontroFatima;positivo
Que coisa mais linda😱😍 só me deixou com mais vontade de ver esse clipe #Aquarela awwwwww a voz da @LuceroMexico é um deslumbre😍;positivo
Que coisa tensa! ;negativo
Que coisinha mais fofaaa ;positivo
Que contraste gritante: uma mulher que suou 18 concursos para vencer e uma que não faz ideia do que seja falta de dinheiro ;negativo
Que conversinha destas gêmeas só por Deus, pode ter talento mais nada  ;neutro
Que criança mais abençoada! 😍😍😍  #Thomas;positivo
Que dó do Victor gente 💔 gosto do bixinho.. ;negativo
Que delícia @nando_reis no !😍;positivo
Que delícia entrar em harmonia com o que Cury fala, pra quem já leu alguns dos seus livros, o que ele fala entra mais fácil ;positivo
Que delícia minha Fatinha no  ;positivo
Que delícia sardinha , eu amo demais ❤❤;positivo
Que demais o roteiro na bolsa a tanto tempo ;positivo
Que dia vão perceber que o marco Luque estraga o programa ;negativo
Que diabos é ""proteína de alto valor biológico""? Tucanaram a carne de primeira? ";negativo
Que duas fofas 😍 ;positivo
que embuste, esse cara  ComFatimaBernardes;negativo
Que emoção da parte da Nayane pra essa prova com aroma totalmente brasileira ;neutro
Que emoção 😀😅😥😥😌;positivo
Que emoção Victor 😍😍😍;positivo
que entrevista boa essa com o Padre Fábio de Melo. 👏🏽👏🏽👏🏽👏🏽👏🏽 ;positivo
que entrevista maneira com esse escritor no ;positivo
Que entrevistas sensacionais da Fátima! Que carreira brilhante! 👏👏👏 ;positivo
Que ep de   foi esse?!👏;positivo
Que episódio foi esse? 😱  ;negativo
Que episódio mais emocionante foi esse, fiquei arrepiada ;positivo
Que estilo tem essa Manu Heim 😍 ;positivo
que falta de sorte cada vez que quero assistir o  está sophia abraão daí tenho que trocar de canal;negativo
que família linda essa no ;positivo
Que família linda. ;positivo
que familia linda @oserginho 3 ;positivo
Que fase em Ana Maria ;negativo
que feio, o Leonardo nao perde oportunidade de falar dos colegas la do mezzanino ;negativo
Que fofinhas ;positivo
Que fofo o Nicolas quando bebe 😍 ;positivo
Que fofoooooo o filho do Serginho ;positivo
Que fofura é o Thomas 💙 ;positivo
Que fofura o Thomas, filhinho do @oserginho . Um encanto de criança: animado, lindo e simpático.;positivo
Que fofurinha o filho do Serginho :) ;positivo
Que fome da porra! Aí eu invento de ir assistir ;negativo
Que fome!! Quero!!! ;neutro
Que gafe do VídeoShow, colocar uma cena de morte, no dia da morte do Nelson Xavier. ;negativo
Que garotinho fofo.  ;positivo
Que geração é essa que não sabe dançar É o Tchan??!!  #EoTchannoAltasHoras;negativo
Que gordo mala hein...o dia que sair vai colocar a culpa na edição! ;negativo
Que graça essas moças. ;positivo
Que gracinha esse momento do Serginho ;positivo
Que gracinha o Thomas e que linda a mãe do @oserginho ;positivo
Que hômi atrapalhado!  O repórter pergunta o que ele mais vende, na mercearia e ele responde: Se eu soubesse eu venderia só isso. ;negativo
Que história doida é essa que essa miga mais loka ta contando no ? Maaaano! Sempre lembro de Tati qnd alguém conta história assim 😂;positivo
Que história maravilhosa dessa mina que pagava a facu de direito fazendo faxina, e hoje é juíza #Aplausos ;positivo
Que homão esse ator Charlie Hunnam 😍 ;positivo
que homao da porra esse Maluma, inclusive ele ta no ;positivo
Que homem é esse? QUE HOMEMMM!!! Isso é um hino... ;positivo
Que homem lindo! Minha amiga disse que ele é gay, só porque ele é bonito 😂 ;positivo
Que homem maravilhoso ;positivo
QUE HOMEM MERDAAAAAA ;negativo
Que homem nojento esse de agr no  meus olhos e ouvidos sangraram;negativo
QUE HOMEM RIDICULO;negativo
Que horror esse prato do Vitor B. ;negativo
Que incrivel esse video inedito da Hebe 3 ;positivo
Que intervalo longo!Ja quero ver a Fatima de novo!!;negativo
Que inveja dessa plateia. Rs@MaiaraeMaraisa  ;negativo
Que isso Fátima!? Leva o rapaz para comentar o vídeo e depois não o deixa falar... O.o;negativo
Que isso o povo está demaisfalando mal do azul 😰😡 ;negativo
Que liiiiindiiinho Thomasss ;positivo
Que linda a Fátima!!! ;positivo
Que linda a filha do Nando Reis, tem a que puxar né bicho. ;neutro
que linda a Paola cozinhando 😍 ;positivo
Que linda canção da Sandy 🎵🎵🎶🎶🎶;positivo
Que linda essa aula que Bene está demaisdo no  hahahahahahah;positivo
que linda essa família que energia gostosa maravilhoso o progama 👏 ;positivo
Que linda essa história do #AdoteUmPequenoTorcedor no . Parabéns pra @SidVasconcelos e @MarcelaFLima que trabalharam muito nisso!;positivo
Que linda essa história. Não tem nem o que dizer, puro amor! ;positivo
Que linda essa homenagem do Serginho para o #DiaDasMães ;positivo
QUE LINDEZA O THOMAS AAAAAA ;positivo
Que lindinha que ela está demaisunicórnio ;positivo
Que lindo ;positivo
Que lindo a família do Serginho ;positivo
Que lindo esse poema para as mamãe. Chorei... ;positivo
que lindo o filho do serginho aaaa tão fofinho ;positivo
Que lindo o filho do Serginho, gente. Que criança linda! ;positivo
Que lindo o Thomas, filho do Serginho Groisman @oserginho, uma fofura 😍😍😍;positivo
Que lindo! ;positivo
Que lindooo... História de Nossa Senhora de Fátima no  ❤❤❤❤;positivo
QUE LINDOOOOOO O ;positivo
Que Machismo o cara baixou o som, Ridículo, gente MENINAS SE AFASTEM DESSE HOMEM NÃO COMPONHAM COM ELE. RIDICULO.;negativo
Que mais vocês dividiam ?! Essa Sophia kkkkkkk Joaquim nem respondeu 🙄🙄🙄  LINDA BRUNA MARQUEZINE;neutro
Que malhação!!! sdds ;negativo
QUE MARAVILHA DE PGM SENHOR KKKKKKKKKKKKKKKKKKKKKK;positivo
Que maravilha kkkkkkkkkkkkkkkk;positivo
Que maravilhoso ele ;positivo
Que marmelada. ;negativo
Que massa A História Bêbada kkkkkk ;positivo
Que medo!!! Sardinha enlatada em prato  .....socorro....;negativo
Que menina talentosa #CarinhadeAnjo #elencoda novela ;positivo
Que menino lindoooooo esse Thomas  ;positivo
Que mentalidade da Laís! Essa menina tem um história de vida sensacional, esbanja maturidade e resiliência 👏😍 ;positivo
que milagre que até agora o @otacosta nao chorou ;neutro
Que moça bonita @otacosta, linda @fbbreal !! ;positivo
que moletom mais fashion do fogaça ;positivo
Que mulher linda essa Paolla Oliveira !!! ;positivo
Que musica em ;neutro
Que musicão da porra. Elas arrasando 👏👏👏👏👏👏 #MaiaraeMaraisaNoBial ;positivo
que não surja nenhuma regra para justificar a possível saída do Vitor do ele deve ficar, foi um acidente.. ele DEVE ficar!;negativo
Que nojo essas palhaçadas com comida , não me apetece em nada ;negativo
Que olhar é esse Chef Thiago? Para seu loooouco 😽  #MasterChef;neutro
que orgulho ;positivo
Que orgulho de ti @sportrecife, é mais que um clube. #OSportqueEmociona  ;positivo
Que orgulho de ti, @sportrecife! ;positivo
que papo foda, drauzio te venero ;positivo
que pena que deu do Victor B, deu vontade de cuidar, ainda mais ele chorando ;neutro
"Que pena que o Douglas saiu.. preferia a ""feia chata"" tivesse saído.. ele pelo menos é engraçado ";negativo
Que pergunta foi aquela do serginho, perguntando se a menina conheceu outros prazeres, nossa, desnecessário. ;negativo
Que pernas lindas tem essa Fátima Bernardes. Se o Bonner não quer, tem quem queira. ;positivo
que pessoa iluminada é o Fábio de Melo ♥️♥️♥️♥️ ;positivo
Que pessoa maravilhosa é o Serginho, parabéns por tudo q construiu na vida, da para ver q TUDO foi com muito amor e sinceridade.;positivo
Que porra twitter ;negativo
que prato é esse do victor b? tintura de primeira série? ;negativo
Que programa bacana esse do @BialCitou ;positivo
Que programa foi esse meuuuuu Deus 😭😭 lindo, lindo, lindooooooooo 👏🏼👏🏼♥️ @MaiaraeMaraisa Muito amor  #MaiaraeMaraisaNoBial;positivo
que programa hoje meus amigos 😭❤️ ;positivo
QUE PROGRAMA INCRÍVEL O @SBTTheNoite FEZ HOJE! Charlie Hunnam e por fim @LeoLins fechando. 2 de meus ídolos! 3 né Danilo?! ;positivo
Que programa lindo!!!!!   @fbbreal;positivo
Que programa mais light, super interessante e descontraído!  ;positivo
Que programa mais lindo ...  , a Fátima Bernardes tem o dom de me fazer chorar.;positivo
Que programa maravilhoso kkkkkkkkkkkkk da ate uma dorzinha qnd acaba;positivo
Que programa maravilhoso, conversa com Bial como eu não tinha visto antes, está de parabéns 👏👏👏 ❤️❤️❤️ ;positivo
Que programa ruim e bagunçado, entram em um assunto e já vai para o outro, muito desconexo ;negativo
QUE PROGRAMA VEI ;neutro
Que prova tensa essa!!! Putz!!! ;negativo
Que prova tensa! ;neutro
Que quadro horrível esse do The Noite, tira isso do ar Danilo ;negativo
Que que se fez?Sardinha ue ;neutro
QUE QUE TA COM TESENO EU TO RINDO MUITO AHIHSJHUAUHIHU~IJSJFJ QUE COISA MAROMBEIRA ;positivo
Que reality você está assistindo agora? #PowerCoupleBrasil ou ;neutro
Que repórter é esse do programa da Fátima? Crush certo ;positivo
Que roupa ridícula da Ana Maria é essa???? ;negativo
Que sacerdote, que humano e que homem esse Fábio de Melo ❤;positivo
Que saudade de abraçar a Fátima @fbbreal ;negativo
Que saudades da Lucero aqui no Brasil 😭😭😭😭 ;negativo
Que saudades do Adnight! Kkkkkk ;negativo
Que sensação ótima ver a Miriam levando Esporro dos chefs ! 👏👏😂😂;positivo
Que show de violino no  👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻;positivo
Que sorte das pessoas dessa plateia, queria essa sorte 💔 ;neutro
Que susto!  Leo Lins de Vera Verão no ;neutro
Que tal a gente analisar também o look do @otacosta e do @Lopesjoca ?Acho que nem precisa Porque os dois estão lindos;positivo
Que tal ouvirmos Banda Donica? Ė trazer Caetano, através do seu filho. 🎶🎹🎶🎸🎶.;neutro
Que tensão meu deus  ;negativo
Que tombo, acordar e ver que Vitor B. foi eliminado enquanto mirian e leonardo continuam no programa, afferson ;negativo
Que trem é isso no  😱😂;neutro
Que vergonha alheia ;negativo
Que vergonha ate o Bial fala japones e eu não ;negativo
que vergonha desse machista passando vergonha em rede nacional ;negativo
Que vestido lindo esse da Fátima !!!!!! ;positivo
Que vibe dahora têm esse Serginho. ;positivo
Que votação bizarra poskjs ;negativo
Que voz chatinha dessa sandy ! ;negativo
QUE VOZZZZZZZZZZZZ;positivo
Quem Ñ tem Deus,,Q tenha pelo menos AristotelesPadre Fabio de Melo;neutro
Quem é aquele na plateia fazendo todas as coreografias do É O Tchan no  Razô bee!!!;positivo
Quem é essa de cabelo preto substituindo a substituta eterna Ana Furtado no #ÉdeCasa ?;neutro
Quem é esse q está demais ?!;negativo
Quem é o capitão, Leonardo ou Mirian?;neutro
Quem é o folgado que está demaisrede ? Rs ;negativo
Quem é pra sair está demaisando, e quem é pra ficar está demaisndo 🤔 Não tô entendendo nada ;negativo
QUEM É SEU PAI KKKKKKKKKKKKKKKKKKKKK ;neutro
Quem aparece no clipe do Guilherme Arantes, é a Totia Meireles ;neutro
Quem autorizou o mezanino participar da regressiva? ;neutro
QUEM DEVE SER ELIMINADO?  #MusicaBoaAoVivo #PowerCoupleBrasil;neutro
Quem está torcendo para a Mirian ou o Léo serem eliminados hoje? ;neutro
"quem foi o babaca que falou ""vou ficar de tpm tbm"" grrr ";neutro
Quem ganha nessa porra ;negativo
Quem já chorei assistindo ;negativo
quem lembra de como o @MChef_Cristiano era birrento no ? deu até saudade! 😹;positivo
Quem mais vai no Domingo Legal amanha alem da Bia? #CarinhadeAnjo #SBT ;neutro
Quem não canta evidências se todo coração não sabe viver. ;neutro
Quem não gosta de vaca preta ? 😍😍😍😍😍 ;positivo
"Quem não queria que a Paola fosse o seu ""dente"" 😏😂😂😂 @PaolaCarosella";positivo
Quem não tem esses Fantasmas da mente 👻  ;neutro
Quem nasceu pra ser malafaia, nunca vai ser Fábio de Melo! ;negativo
Quem nesse planeta usa só meia hora de redes sociais? Merece um prêmio! 🤔🤔🤔🤔🤔🤔;neutro
Quem nunca comeu farofa de miúdos não sabe o que é bom na vida! Esses participantes do  só devem comer magret de pato msm!;negativo
Quem nunca depois da balada comeu sardinha enlatada? TODO MUNDO! ;neutro
Quem quer um macarrão com pós balada do Vieira? Sardinha de entrada, o principal eh a Vieira... 😎 ;neutro
Quem saiu do  ? Estou sem TV em casa :v;neutro
Quem saiu do  ?!?!?!;negativo
Quem ta sentindo falta da linda @sophiaabrahao  no  ?;neutro
Quem está demaiscozinha hoje sou eu. Baixou o esprito de  .Vou me superar!;neutro
Quem vai assistir  agora também?;neutro
Quem vai ganhar?;neutro
Quem vai sair hoje é a ana :'( ;negativo
Quer ganhar com a sadinha? Frita e serve com uma cerveja. Te manda para final direto ;positivo
Quer saber?Palmas pra você​ Victor B.👏👏👏👏👏👏👏 ;positivo
Querem evitar ser vítima de abuso. Mas e cm se evita q novos abusadores surjam?Ser um abusador tem uma causa. Temos q trata-la!! ;neutro
queria @MaiaraeMaraisa sentadas aqui no sofá de casa conversando cmg mas enquanto isso vamos vendo a #MaiaraeMaraisaNoBial;negativo
Queria a Aderlize na #EquipeAzul ;negativo
Queria agradecer a @PaolaCarosella pelas palavras no último  ! Os pequenos produtores da agricultura familiar agradecem!;positivo
Queria comer esse prato de Victor V agora. ;neutro
Queria dizer que o programa da Ana Maria é maravilhoso ;positivo
Queria dormir, mas o Danilo vai entrevistar o Catra... ;positivo
Queria eu ter esse poder da poesia ;positivo
Queria eu ter sardinha fresca pelas bandas de cá. ;neutro
Queria experimentar isso tudo aí,  pois nunca comi nenhum desses ingredientes. ;neutro
queria falar que eu tenho um super interesse nesse Vitor Bse quiser vim cozinhar pra mim, to aceitando ;positivo
Queria Fogaça e Paola juntos na prévia. Obrigada ;positivo
Queria ir dormir cedo mas lembrei que hoje tem ;positivo
Queria me comunicar com essa capitão Vitor rs  ;neutro
Queria que o dinheiro da minha conta bancária subisse igual esses números na tela do programa ;positivo
Queria saber o que rolou no aniversário do lindão Ota sábado ;negativo
Queria saber se tem alguma tábua de cortar alimentos ideal pra cada um? #ÉDeCasa;neutro
queria ser amigo do Fábio de Melo Porque ele parece ter vários conselhos legais ;positivo
Queria ser tão elegante quanto a Fátima ;positivo
Queria tanto que a Miriam tivesse saído ;neutro
queria tanto que houvesse repescagem. Seria uma maravilha ver o cafajeste de volta na competição ;positivo
Queria tanto ter dinheiro pra viajar assim 😔 ;negativo
Queria ter esse vocabulário rico que nem do Fábio de Melo ;positivo
Queria terminar de assistir , mas me deu sono 💤;negativo
Queria tirar um cochilo, mas tô com medo de apagar e perder o  😰;negativo
Queria um video game! ;negativo
Querido @oserginho obrigada por convidar a linda @sophiaabrahao para participar do  amamos quando ela vai ao programa🙏💜😗;positivo
Queridos conhecidos, saibam que não me verão nunca mais por motivos de: @MChefVitorB me matou do coração hoje. ;negativo
Quero @Joelma no  é pedir demais produção? ! Não, obg de nada. 😌👑💕👏👏 @EncontroFatima;negativo
Quero a roupa da Ana Maria braga meu deusss ;positivo
Quero abraçar o @erickjacquin e colokr num potinho😍 ;positivo
Quero colocar esse Vitor num pode, que coisa mais linda.  #FicaVitor;positivo
Quero comprar uma tela também ;positivo
Quero encontrar a Laís Souza. Tenho uma admiração toda especial por ela. ;positivo
quero esse pijama e pantufa que ana maria está demaisndo ;positivo
Quero mais @taisdeverdade  no Liguei aTV crendo q Ana Maria iria se redimir hj mesmo!!!;negativo
Quero muito que o dia da eliminação dos embustes Leonardo e Miriam chegue logo ;negativo
Quero o look da Ana Mariaa ;positivo
Quero o Thomas no  toda semana! 😄 Bebê mais lindo!!!! 😍;positivo
"Quero pra ontem esse livro do @LiraNeto_ : ""Uma história do Samba."" AULA!! ";positivo
Quero repescagem ;negativo
Quero saber a rede social dele. Pela primeira vez quero atacar ! ;negativo
Quero saber porque o  não está em primeiro como de costume;positivo
Quero ser amiga das manas do vale @MChefDouglas @MChefVictorV ❤ ;positivo
quero um moletom igual do Fogaça ;neutro
"Quero ver a Usurpadora ""Gabriela Spanic"" no ";negativo
QUERO VER O JIN NA PROXIMA TEMPORADA DE BULTAOREUNE #BTSBBMAS;neutro
Rafa Brites linda no  !!!;positivo
Rafael Cortez, manda uns banhos de cheiro desses pra cá que tô precisando!!! Hahaha... ;positivo
Rafael falando de quando vendia pão kkkkk ;neutro
Rafael Infante é do Exercito? Hsisnksnzksnsm;neutro
Rafael Infante no  Bem demais 👏👏👏👏👏👏;positivo
Rala ralando o tchan o aê, rala ralando o tchan aê ;positivo
Ranço  desses macho ranço ;negativo
Raul é muito neném apresentando a prévia! ;positivo
Real Time - São Paulo às 15h09: Globo 13.3, SBT 6.5, Record 6.5,Cultura 2.3, RedeTV 1.4, Band 1.3;neutro
Real Time SP 15:00: Globo 13.8 SBT 10.7 Record TV 4.8 ;neutro
Realmente tesão não mata! Sobrevivi ao ver a @PaolaCarosella cozinhando na cozinha do  ... 😍😂;positivo
Reapresentação do  termina aqui, pra mim! Não tenho psicológico pra passar por essa tensão daqui em diante novamente!💔😢💔😢💔😢💔😢💔;negativo
Recorda é viver hahaha É o Tchan ;neutro
REDE GLOBO DE MEMES ;positivo
Redemption song, única coisa boa   ;positivo
Redes sociais com Padre Fábio de Melo. ;neutro
Região NORTE eu te VENERO 💖 ;positivo
O Catra é o rei 😂😂 ;positivo
Repescagem já!!  ;negativo
REPETIDO CARAI ;negativo
Respeita que o cara é foda ;positivo
Respirar - @SandyLeah ;neutro
Resuminho: O crush sai, volta, mata o povo do coração, arrasa e vai pro mesanino.. ;negativo
Retweeted Daniel Chagas (@danielchagas):Depois desse discurso, já quero votar na Paola. #PaolaPresidente ;positivo
Retweeted JOAQUIN TEIXEIRA (@JOAQUINVOLTOU):O CANDIDATO QUE PROMETER ACABAR COM O  DA FÁTIMA BERNARDES TEM O MEU VOTO EM 2.018;neutro
Rever cenas da Marieta Severo dá uma saudade da dona Nenê de #AGrandeFamília! ;negativo
Revoltado que ninguém usou bacuri. ;neutro
Ricardo Tozzi um homão desse ;neutro
Rico manda suas roupas  na lavanderia e já vem passada.....Eles não sabem nem o que é ferro de passar!!! ;negativo
Rindo demais com ""CONTRARIUM OU FAVORARIUM kkkkkkkkkkkkkkkkkkkk  @matheus_ceara @segueotorto Danilo @LeoLins @murilocouto";positivo
Rindo muito 😂 ;neutro
Risoto de sardinha assim vc me mata yuco ;negativo
Rita Lee maravilhosa sempre!! 💖 ;positivo
Rita Lee, uma rainha que faz falta, lança ineditas mulher ;positivo
Roberto, Hebe, Jo r Faustao, que luxão ;neutro
Roda o Snapchat do Padre Fábio. Hahaha ;positivo
RODADA DA NOITE Hoje Nível ThrashMetal mano kkkkkkkkk hoje está demaisto loco kkkkkkkkkk  @TheNoiteOficial;neutro
Rodrigo Gostoso Santoro 😍 ;positivo
Rodrigo MEU AMOR Santoro😍😍😍😍❤️❤️❤️❤️ MARAVILHOSO no  Lindo , Educado , inteligente , Talentoso e Humilde 👏🏻👏🏻👏🏻👏🏻;positivo
Rodrigo Santoro é uma influência de ator para mim.;positivo
Rodrigo Santoro envelhecendo bem. O cara está cada vez mais bonito ;positivo
Rodrigo Santoro exemplo de profissional bem sucedido.Merece tudo o que tem. ;positivo
Rodrigo Santoro fala Espanhol! Lindo! ;positivo
Rodrigo Santoro lindo né ;positivo
Rodrigo Santoro põe nome gringo na sua filha, vai por mim ;neutro
Rodrigo Santoro, me fode!!!! ;positivo
Rodrigo Santoro: que homão da porra ;positivo
Rumo ao topo! ""Especial dia das mães"" está incrível!";positivo
SÓ VEM ;positivo
São gêmeas mas a Maraisa é mais bonita, né? ;neutro
São ou não são duas queridas essas moças?? Muito bom conhecer um pouquinho mais de Maiara e Maraísa❤❤ ;positivo
São Paulo 11h54 - Globo  9.8, SBT #BomDiaECia 6.6, Band #JogoAberto 3.3, Record #HojeEmDia 3.0;neutro
São Pedro vai devagar aí com a chuva Porque a TV já está demaisrendo sair do ar 😡😡😡😡 #MaiaraeMaraisaNoBial  ;negativo
Sério que vão usar knor? Tempero natural não seria bem melhor? Chef usa knor (e coisas do tipo)? ;negativo
Sério, eu quero ser amiga do @MChefDouglas. Por favorzinho, vai?!;positivo
Só acho q esse MC não vai ter problema em dar em cima das dançarinas dele Porque né... ;neutro
Só acho que a Sophia deveria desfilar hoje. ;neutro
Só acho que deveria ter mais Juliana Paes hahahahha ;negativo
Só assistindo #éDeCasa pra ver se vai aparecer o #chef gato de novo!!!;positivo
Só avisando que amanhã vai ter É O Tchan e Vanessa da Mata no  👍🏻❤🎉🎊;positivo
Só de ver a Miriam gritando já me está demaisva! ;negativo
Só de ver a sardinha em lata já está demaisdando alergia! #alergica #enlatados ;negativo
Só embuste nesse mezanino, podiam eliminar todos ;negativo
Só eu achei a Vanessa da Matta antipatica ? ;negativo
Só eu fico nervousa (com nojinho) dessas barcas e taças, salgadas e doces? ;negativo
Só eu que achei a Vanessa da mata mais cheinha? ;negativo
